canonical_row_position,id,item,conditions,list,annotation,trials,size_A,size_B,size_C,size_D,size_E,size_F,color_A,color_B,color_C,color_D,color_E,color_F,form_A,form_B,form_C,form_D,form_E,form_F,sharpness,combination,relevant_property,stimulus_row_index,trials_raw_stimulus,D,C,F,noun,sharpness_raw_stimulus
8871,111,13,brdc,5,CF,2,9,10,1,6,9,6,brown,orange,brown,brown,orange,orange,quadrat,diamond,diamond,diamond,circle,circle,blurred,dimension_color,both,631,2,BR-B,BR-CB,,Aufkleber,blurred
8872,111,7,erdf,5,DCF,6,9,4,2,2,4,2,black,grey,black,black,blue,grey,triangle,triangle,triangle,triangle,triangle,quadrat,blurred,dimension_form,first,707,6,R-A,,NR-AD,Aufkleber,blurred
8873,111,21,zrdc,5,C,8,9,10,10,9,10,3,black,green,green,green,green,green,quadrat,diamond,diamond,star,quadrat,circle,blurred,dimension_color,second,619,8,NR-A,R-EF,,Aufkleber,blurred
8874,111,2,brdc,5,CF,2,9,9,4,3,10,2,brown,grey,brown,brown,grey,grey,circle,quadrat,star,heart,circle,circle,blurred,dimension_color,both,568,2,BR-B,BR-CD,,Aufkleber,blurred
8875,111,6,zrcf,5,F,7,3,3,10,2,3,3,green,green,green,green,green,blue,heart,triangle,triangle,triangle,triangle,triangle,blurred,color_form,second,681,7,,NR-FA,R-FA,Aufkleber,blurred
8876,111,1,erdf,5,C,6,10,4,4,2,2,5,black,blue,blue,green,black,green,triangle,triangle,triangle,triangle,triangle,diamond,blurred,dimension_form,first,545,6,R-A,,NR-AB,Aufkleber,blurred
8877,111,22,zrcf,5,F,7,3,10,9,9,2,2,brown,brown,brown,brown,brown,orange,diamond,circle,circle,circle,circle,circle,blurred,color_form,second,645,7,,NR-CB,R-CB,Aufkleber,blurred
8878,111,13,zrdc,5,C,8,10,10,10,9,9,3,brown,orange,orange,orange,orange,orange,circle,quadrat,heart,quadrat,heart,diamond,blurred,dimension_color,second,637,8,NR-B,R-CB,,Aufkleber,blurred
8879,111,16,erdc,5,DF,5,10,3,3,5,4,2,grey,grey,grey,grey,grey,blue,triangle,heart,circle,diamond,heart,quadrat,blurred,dimension_color,first,715,5,R-B,NR-DA,,Aufkleber,blurred
8880,111,9,brcf,5,CF,1,3,10,10,2,2,9,brown,brown,green,green,brown,green,circle,heart,circle,circle,heart,heart,blurred,color_form,both,756,1,,BR-CF,BR-CF,Aufkleber,blurred
8881,111,26,brdf,5,DCF,3,9,9,3,2,10,6,green,orange,orange,grey,orange,black,diamond,star,diamond,diamond,star,star,blurred,dimension_form,both,749,3,BR-B,,BR-EB,Aufkleber,blurred
8882,111,25,ercf,5,C,4,2,1,10,3,2,3,blue,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,triangle,blurred,color_form,first,723,4,,R-AD,NR-DA,Aufkleber,blurred
8883,111,18,brdf,5,DF,3,10,9,2,3,10,4,grey,black,blue,orange,brown,grey,circle,heart,circle,circle,heart,heart,blurred,dimension_form,both,767,3,BR-B,,BR-CF,Aufkleber,blurred
8884,111,19,brcf,5,CF,1,10,3,1,2,9,3,blue,blue,orange,orange,blue,orange,diamond,triangle,diamond,diamond,triangle,triangle,blurred,color_form,both,558,1,,BR-AB,BR-BA,Aufkleber,blurred
8885,111,17,brcf,5,CF,1,9,10,10,3,10,10,black,black,orange,orange,black,orange,star,diamond,star,star,diamond,diamond,blurred,color_form,both,738,1,,BR-EB,BR-BE,Aufkleber,blurred
8886,111,1,brdf,5,DCF,3,10,9,3,1,9,2,black,brown,blue,blue,green,black,triangle,diamond,triangle,triangle,diamond,diamond,blurred,dimension_form,both,542,3,BR-A,,BR-AB,Aufkleber,blurred
8887,111,12,brdf,5,DCF,3,10,9,3,4,9,1,blue,grey,black,green,green,brown,star,heart,star,star,heart,heart,blurred,dimension_form,both,605,3,BR-B,,BR-EF,Aufkleber,blurred
8888,111,27,erdc,5,DCF,5,9,2,5,5,2,1,green,green,green,green,green,brown,heart,star,diamond,circle,quadrat,quadrat,blurred,dimension_color,first,778,5,R-A,NR-FC,,Aufkleber,blurred
8889,111,26,erdf,5,DCF,6,10,4,4,5,4,1,black,orange,black,brown,grey,grey,diamond,diamond,diamond,diamond,diamond,star,blurred,dimension_form,first,752,6,R-B,,NR-EB,Aufkleber,blurred
8890,111,25,zrcf,5,F,7,3,10,2,1,3,1,grey,grey,grey,grey,grey,blue,quadrat,triangle,triangle,triangle,triangle,triangle,blurred,color_form,second,726,7,,NR-DA,R-DA,Aufkleber,blurred
8891,111,24,brdc,5,CF,2,10,10,3,4,9,2,green,blue,green,green,blue,blue,diamond,triangle,triangle,quadrat,quadrat,star,blurred,dimension_color,both,694,2,BR-A,BR-FA,,Aufkleber,blurred
8892,111,4,brdf,5,DCF,3,9,10,1,3,9,5,orange,brown,brown,blue,black,blue,circle,diamond,circle,circle,diamond,diamond,blurred,dimension_form,both,623,3,BR-A,,BR-BC,Aufkleber,blurred
8893,111,23,erdf,5,DCF,6,9,2,2,6,5,2,brown,blue,grey,grey,grey,black,star,star,star,star,star,quadrat,blurred,dimension_form,first,671,6,R-B,,NR-ED,Aufkleber,blurred
8894,111,5,erdc,5,DCF,5,10,3,4,6,2,1,grey,grey,grey,grey,grey,black,diamond,heart,circle,star,diamond,diamond,blurred,dimension_color,first,652,5,R-B,NR-DE,,Aufkleber,blurred
8895,111,20,brdf,5,DCF,3,10,9,4,2,9,6,orange,orange,grey,blue,orange,brown,quadrat,circle,quadrat,quadrat,circle,circle,blurred,dimension_form,both,587,3,BR-B,,BR-DC,Aufkleber,blurred
8896,111,10,brdc,5,DCF,2,10,9,3,1,10,1,orange,blue,orange,orange,blue,blue,heart,triangle,circle,quadrat,circle,quadrat,blurred,dimension_color,both,550,2,BR-B,BR-BA,,Aufkleber,blurred
8897,111,2,zrdc,5,C,8,10,9,9,10,10,6,brown,grey,grey,grey,grey,grey,diamond,diamond,heart,triangle,quadrat,triangle,blurred,dimension_color,second,574,8,NR-B,R-CD,,Aufkleber,blurred
8898,111,10,erdc,5,DCF,5,10,6,5,3,2,3,orange,orange,orange,orange,orange,blue,triangle,quadrat,quadrat,diamond,quadrat,heart,blurred,dimension_color,first,553,5,R-B,NR-BA,,Aufkleber,blurred
8899,111,9,ercf,5,C,4,1,1,10,10,2,1,brown,green,green,green,green,green,circle,circle,circle,circle,circle,heart,blurred,color_form,first,759,4,,R-CF,NR-CF,Aufkleber,blurred
8900,111,27,brdc,5,F,2,10,10,1,6,10,5,brown,green,brown,brown,green,green,diamond,quadrat,triangle,heart,diamond,quadrat,blurred,dimension_color,both,775,2,BR-A,BR-CF,,Aufkleber,blurred
8901,111,8,brdc,5,DCF,2,10,9,3,5,10,5,orange,black,orange,orange,black,black,diamond,quadrat,quadrat,quadrat,circle,quadrat,blurred,dimension_color,both,730,2,BR-B,BR-BE,,Aufkleber,blurred
8902,111,7,zrdf,5,F,9,9,10,9,10,9,3,blue,black,orange,orange,green,grey,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,blurred,dimension_form,second,710,9,NR-A,,R-AD,Aufkleber,blurred
8903,111,18,erdf,5,DCF,6,9,1,6,1,2,3,green,green,grey,grey,black,green,circle,circle,circle,circle,circle,heart,blurred,dimension_form,first,770,6,R-B,,NR-CF,Aufkleber,blurred
8904,111,16,brdc,5,CF,2,10,9,2,3,9,5,grey,blue,grey,grey,blue,blue,quadrat,heart,quadrat,star,heart,quadrat,blurred,dimension_color,both,712,2,BR-B,BR-DA,,Aufkleber,blurred
8905,111,20,erdf,5,C,6,10,6,6,5,6,1,green,brown,green,grey,black,grey,quadrat,quadrat,quadrat,quadrat,quadrat,circle,blurred,dimension_form,first,590,6,R-B,,NR-DC,Aufkleber,blurred
8906,111,14,ercf,5,C,4,9,10,3,9,2,1,black,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,star,blurred,color_form,first,660,4,,R-ED,NR-DE,Aufkleber,blurred
8907,111,6,ercf,5,C,4,1,10,1,3,9,10,green,blue,blue,blue,blue,blue,heart,heart,heart,heart,heart,triangle,blurred,color_form,first,678,4,,R-FA,NR-FA,Aufkleber,blurred
8908,111,9,zrcf,5,F,7,1,2,3,2,1,9,brown,brown,brown,brown,brown,green,circle,heart,heart,heart,heart,heart,blurred,color_form,second,762,7,,NR-CF,R-CF,Aufkleber,blurred
8909,111,16,zrdc,5,C,8,9,10,10,10,10,4,grey,blue,blue,blue,blue,blue,triangle,quadrat,circle,heart,triangle,quadrat,blurred,dimension_color,second,718,8,NR-B,R-DA,,Aufkleber,blurred
8910,111,1,zrdf,5,C,9,10,10,9,9,9,6,blue,brown,grey,orange,black,brown,triangle,diamond,diamond,diamond,diamond,diamond,blurred,dimension_form,second,548,9,NR-A,,R-AB,Aufkleber,blurred
8911,111,13,erdc,5,DCF,5,10,5,3,1,1,2,brown,brown,brown,brown,brown,orange,circle,quadrat,quadrat,star,quadrat,heart,blurred,dimension_color,first,634,5,R-B,NR-CB,,Aufkleber,blurred
8912,111,14,brcf,5,CF,1,1,3,2,3,3,10,black,black,grey,grey,black,grey,quadrat,star,quadrat,quadrat,star,star,blurred,color_form,both,657,1,,BR-ED,BR-DE,Aufkleber,blurred
8913,111,23,brdf,5,DF,3,9,10,5,2,9,4,brown,green,grey,orange,grey,black,star,quadrat,star,star,quadrat,quadrat,blurred,dimension_form,both,668,3,BR-B,,BR-ED,Aufkleber,blurred
8914,111,15,brdf,5,DCF,3,10,9,1,4,10,1,orange,orange,black,green,green,black,heart,triangle,heart,heart,triangle,triangle,blurred,dimension_form,both,686,3,BR-B,,BR-FA,Aufkleber,blurred
8915,111,3,brcf,5,CF,1,10,10,10,1,2,2,black,black,green,green,black,green,star,heart,star,star,heart,heart,blurred,color_form,both,594,1,,BR-EF,BR-EF,Aufkleber,blurred
8916,111,11,ercf,5,C,4,10,9,1,9,3,1,grey,brown,brown,brown,brown,brown,circle,circle,circle,circle,circle,quadrat,blurred,color_form,first,579,4,,R-DC,NR-CD,Aufkleber,blurred
8917,111,8,zrdc,5,C,8,10,10,10,10,9,3,orange,black,black,black,black,black,circle,triangle,triangle,quadrat,star,star,blurred,dimension_color,second,736,8,NR-B,R-BE,,Aufkleber,blurred
8918,111,4,erdf,5,DF,6,9,2,1,5,6,1,orange,brown,orange,brown,orange,orange,circle,circle,circle,circle,circle,diamond,blurred,dimension_form,first,626,6,R-A,,NR-BC,Aufkleber,blurred
8919,111,15,zrdf,5,F,9,10,9,10,9,10,2,blue,brown,orange,green,green,green,heart,triangle,triangle,triangle,triangle,triangle,blurred,dimension_form,second,692,9,NR-B,,R-FA,Aufkleber,blurred
8920,111,15,erdf,5,DCF,6,10,5,2,1,6,2,grey,green,green,orange,green,blue,heart,heart,heart,heart,heart,triangle,blurred,dimension_form,first,689,6,R-B,,NR-FA,Aufkleber,blurred
8921,111,2,erdc,5,DCF,5,10,3,1,3,6,1,brown,brown,brown,brown,brown,grey,quadrat,triangle,diamond,heart,circle,star,blurred,dimension_color,first,571,5,R-B,NR-CD,,Aufkleber,blurred
8922,111,20,zrdf,5,F,9,9,9,9,9,10,3,black,brown,green,brown,black,black,quadrat,circle,circle,circle,circle,circle,blurred,dimension_form,second,593,9,NR-B,,R-DC,Aufkleber,blurred
8923,111,14,zrcf,5,F,7,2,1,1,9,3,9,black,black,black,black,black,grey,quadrat,star,star,star,star,star,blurred,color_form,second,663,7,,NR-ED,R-DE,Aufkleber,blurred
8924,111,18,zrdf,5,F,9,9,9,9,9,10,6,blue,grey,brown,brown,brown,green,circle,heart,heart,heart,heart,heart,blurred,dimension_form,second,773,9,NR-B,,R-CF,Aufkleber,blurred
8925,111,5,zrdc,5,C,8,9,10,10,9,10,5,grey,black,black,black,black,black,star,quadrat,star,triangle,heart,diamond,blurred,dimension_color,second,655,8,NR-B,R-DE,,Aufkleber,blurred
8926,111,12,zrdf,5,CF,9,10,9,9,9,9,1,blue,brown,orange,green,brown,green,star,heart,heart,heart,heart,heart,blurred,dimension_form,second,611,9,NR-B,,R-EF,Aufkleber,blurred
8927,111,27,zrdc,5,C,8,10,9,9,10,9,6,brown,green,green,green,green,green,diamond,star,circle,star,quadrat,heart,blurred,dimension_color,second,781,8,NR-A,R-CF,,Aufkleber,blurred
8928,111,10,zrdc,5,C,8,9,9,10,9,9,3,orange,blue,blue,blue,blue,blue,heart,quadrat,quadrat,diamond,triangle,quadrat,blurred,dimension_color,second,556,8,NR-B,R-BA,,Aufkleber,blurred
8929,111,4,zrdf,5,F,9,10,10,10,9,9,2,green,brown,blue,brown,blue,grey,circle,diamond,diamond,diamond,diamond,diamond,blurred,dimension_form,second,629,9,NR-A,,R-BC,Aufkleber,blurred
8930,111,22,brcf,5,CF,1,9,10,9,3,3,9,orange,orange,brown,brown,orange,brown,diamond,circle,diamond,diamond,circle,circle,blurred,color_form,both,639,1,,BR-BC,BR-CB,Aufkleber,blurred
8931,111,25,brcf,5,CF,1,2,10,2,1,9,10,blue,blue,grey,grey,blue,grey,quadrat,triangle,quadrat,quadrat,triangle,triangle,blurred,color_form,both,720,1,,BR-AD,BR-DA,Aufkleber,blurred
8932,111,19,ercf,5,C,4,10,2,1,3,10,2,blue,orange,orange,orange,orange,orange,diamond,diamond,diamond,diamond,diamond,triangle,blurred,color_form,first,561,4,,R-AB,NR-BA,Aufkleber,blurred
8933,111,11,brcf,5,CF,1,3,1,2,2,10,2,grey,grey,brown,brown,grey,brown,circle,quadrat,circle,circle,quadrat,quadrat,blurred,color_form,both,576,1,,BR-DC,BR-CD,Aufkleber,blurred
8934,111,21,erdc,5,DF,5,9,6,6,4,1,1,green,green,green,green,green,black,star,heart,quadrat,diamond,heart,triangle,blurred,dimension_color,first,616,5,R-A,NR-FE,,Aufkleber,blurred
8935,111,3,ercf,5,C,4,10,2,1,9,10,9,black,green,green,green,green,green,star,star,star,star,star,heart,blurred,color_form,first,597,4,,R-EF,NR-EF,Aufkleber,blurred
8936,111,5,brdc,5,DCF,2,9,9,5,2,9,5,grey,black,grey,grey,black,black,quadrat,triangle,quadrat,star,heart,heart,blurred,dimension_color,both,649,2,BR-B,BR-DE,,Aufkleber,blurred
8937,111,17,zrcf,5,F,7,3,2,3,2,10,10,black,black,black,black,black,orange,star,diamond,diamond,diamond,diamond,diamond,blurred,color_form,second,744,7,,NR-EB,R-BE,Aufkleber,blurred
8938,112,24,zrdc,5,CF,8,10,10,9,9,10,6,green,blue,blue,blue,blue,blue,quadrat,circle,circle,star,quadrat,quadrat,blurred,dimension_color,second,700,8,NR-A,R-FA,,Aufkleber,blurred
8939,112,10,zrdc,5,CF,8,9,9,10,9,9,3,orange,blue,blue,blue,blue,blue,heart,quadrat,quadrat,diamond,triangle,quadrat,blurred,dimension_color,second,556,8,NR-B,R-BA,,Aufkleber,blurred
8940,112,17,ercf,5,CF,4,10,1,9,3,10,10,black,orange,orange,orange,orange,orange,star,star,star,star,star,diamond,blurred,color_form,first,741,4,,R-EB,NR-BE,Aufkleber,blurred
8941,112,14,zrcf,5,CF,7,2,1,1,9,3,9,black,black,black,black,black,grey,quadrat,star,star,star,star,star,blurred,color_form,second,663,7,,NR-ED,R-DE,Aufkleber,blurred
8942,112,21,zrdc,5,CF,8,9,10,10,9,10,3,black,green,green,green,green,green,quadrat,diamond,diamond,star,quadrat,circle,blurred,dimension_color,second,619,8,NR-A,R-EF,,Aufkleber,blurred
8943,112,17,brcf,5,CF,1,9,10,10,3,10,10,black,black,orange,orange,black,orange,star,diamond,star,star,diamond,diamond,blurred,color_form,both,738,1,,BR-EB,BR-BE,Aufkleber,blurred
8944,112,23,brdf,5,DCF,3,9,10,5,2,9,4,brown,green,grey,orange,grey,black,star,quadrat,star,star,quadrat,quadrat,blurred,dimension_form,both,668,3,BR-B,,BR-ED,Aufkleber,blurred
8945,112,4,zrdf,5,CF,9,10,10,10,9,9,2,green,brown,blue,brown,blue,grey,circle,diamond,diamond,diamond,diamond,diamond,blurred,dimension_form,second,629,9,NR-A,,R-BC,Aufkleber,blurred
8946,112,10,brdc,5,DCF,2,10,9,3,1,10,1,orange,blue,orange,orange,blue,blue,heart,triangle,circle,quadrat,circle,quadrat,blurred,dimension_color,both,550,2,BR-B,BR-BA,,Aufkleber,blurred
8947,112,20,erdf,5,CF,6,10,6,6,5,6,1,green,brown,green,grey,black,grey,quadrat,quadrat,quadrat,quadrat,quadrat,circle,blurred,dimension_form,first,590,6,R-B,,NR-DC,Aufkleber,blurred
8948,112,5,brdc,5,DCF,2,9,9,5,2,9,5,grey,black,grey,grey,black,black,quadrat,triangle,quadrat,star,heart,heart,blurred,dimension_color,both,649,2,BR-B,BR-DE,,Aufkleber,blurred
8949,112,20,zrdf,5,CF,9,9,9,9,9,10,3,black,brown,green,brown,black,black,quadrat,circle,circle,circle,circle,circle,blurred,dimension_form,second,593,9,NR-B,,R-DC,Aufkleber,blurred
8950,112,19,brcf,5,CF,1,10,3,1,2,9,3,blue,blue,orange,orange,blue,orange,diamond,triangle,diamond,diamond,triangle,triangle,blurred,color_form,both,558,1,,BR-AB,BR-BA,Aufkleber,blurred
8951,112,16,zrdc,5,CF,8,9,10,10,10,10,4,grey,blue,blue,blue,blue,blue,triangle,quadrat,circle,heart,triangle,quadrat,blurred,dimension_color,second,718,8,NR-B,R-DA,,Aufkleber,blurred
8952,112,2,erdc,5,DCF,5,10,3,1,3,6,1,brown,brown,brown,brown,brown,grey,quadrat,triangle,diamond,heart,circle,star,blurred,dimension_color,first,571,5,R-B,NR-CD,,Aufkleber,blurred
8953,112,7,zrdf,5,CF,9,9,10,9,10,9,3,blue,black,orange,orange,green,grey,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,blurred,dimension_form,second,710,9,NR-A,,R-AD,Aufkleber,blurred
8954,112,19,zrcf,5,CF,7,3,10,2,10,3,10,orange,orange,orange,orange,orange,blue,diamond,triangle,triangle,triangle,triangle,triangle,blurred,color_form,second,564,7,,NR-BA,R-BA,Aufkleber,blurred
8955,112,22,ercf,5,CF,4,9,9,3,2,1,2,orange,brown,brown,brown,brown,brown,diamond,diamond,diamond,diamond,diamond,circle,blurred,color_form,first,642,4,,R-BC,NR-CB,Aufkleber,blurred
8956,112,6,ercf,5,CF,4,1,10,1,3,9,10,green,blue,blue,blue,blue,blue,heart,heart,heart,heart,heart,triangle,blurred,color_form,first,678,4,,R-FA,NR-FA,Aufkleber,blurred
8957,112,12,erdf,5,DCF,6,10,1,2,4,1,4,grey,brown,black,grey,blue,orange,star,star,star,star,star,heart,blurred,dimension_form,first,608,6,R-B,,NR-EF,Aufkleber,blurred
8958,112,17,zrcf,5,DCF,7,3,2,3,2,10,10,black,black,black,black,black,orange,star,diamond,diamond,diamond,diamond,diamond,blurred,color_form,second,744,7,,NR-EB,R-BE,Aufkleber,blurred
8959,112,1,erdf,5,DCF,6,10,4,4,2,2,5,black,blue,blue,green,black,green,triangle,triangle,triangle,triangle,triangle,diamond,blurred,dimension_form,first,545,6,R-A,,NR-AB,Aufkleber,blurred
8960,112,21,erdc,5,DCF,5,9,6,6,4,1,1,green,green,green,green,green,black,star,heart,quadrat,diamond,heart,triangle,blurred,dimension_color,first,616,5,R-A,NR-FE,,Aufkleber,blurred
8961,112,26,erdf,5,DCF,6,10,4,4,5,4,1,black,orange,black,brown,grey,grey,diamond,diamond,diamond,diamond,diamond,star,blurred,dimension_form,first,752,6,R-B,,NR-EB,Aufkleber,blurred
8962,112,16,brdc,5,DCF,2,10,9,2,3,9,5,grey,blue,grey,grey,blue,blue,quadrat,heart,quadrat,star,heart,quadrat,blurred,dimension_color,both,712,2,BR-B,BR-DA,,Aufkleber,blurred
8963,112,11,ercf,5,DCF,4,10,9,1,9,3,1,grey,brown,brown,brown,brown,brown,circle,circle,circle,circle,circle,quadrat,blurred,color_form,first,579,4,,R-DC,NR-CD,Aufkleber,blurred
8964,112,3,ercf,5,DCF,4,10,2,1,9,10,9,black,green,green,green,green,green,star,star,star,star,star,heart,blurred,color_form,first,597,4,,R-EF,NR-EF,Aufkleber,blurred
8965,112,11,zrcf,5,FC,7,10,10,2,3,1,1,grey,grey,grey,grey,grey,brown,circle,quadrat,quadrat,quadrat,quadrat,quadrat,blurred,color_form,second,582,7,,NR-DC,R-CD,Aufkleber,blurred
8966,112,4,brdf,5,DCF,3,9,10,1,3,9,5,orange,brown,brown,blue,black,blue,circle,diamond,circle,circle,diamond,diamond,blurred,dimension_form,both,623,3,BR-A,,BR-BC,Aufkleber,blurred
8967,112,22,zrcf,5,DCF,7,3,10,9,9,2,2,brown,brown,brown,brown,brown,orange,diamond,circle,circle,circle,circle,circle,blurred,color_form,second,645,7,,NR-CB,R-CB,Aufkleber,blurred
8968,112,23,zrdf,5,DCF,9,9,9,9,9,9,5,blue,green,green,green,blue,brown,star,quadrat,quadrat,quadrat,quadrat,quadrat,blurred,dimension_form,second,674,9,NR-B,,R-ED,Aufkleber,blurred
8969,112,2,zrdc,5,DCF,8,10,9,9,10,10,6,brown,grey,grey,grey,grey,grey,diamond,diamond,heart,triangle,quadrat,triangle,blurred,dimension_color,second,574,8,NR-B,R-CD,,Aufkleber,blurred
8970,112,22,brcf,5,DCF,1,9,10,9,3,3,9,orange,orange,brown,brown,orange,brown,diamond,circle,diamond,diamond,circle,circle,blurred,color_form,both,639,1,,BR-BC,BR-CB,Aufkleber,blurred
8971,112,19,ercf,5,DCF,4,10,2,1,3,10,2,blue,orange,orange,orange,orange,orange,diamond,diamond,diamond,diamond,diamond,triangle,blurred,color_form,first,561,4,,R-AB,NR-BA,Aufkleber,blurred
8972,112,15,erdf,5,DCF,6,10,5,2,1,6,2,grey,green,green,orange,green,blue,heart,heart,heart,heart,heart,triangle,blurred,dimension_form,first,689,6,R-B,,NR-FA,Aufkleber,blurred
8973,112,10,erdc,5,DCF,5,10,6,5,3,2,3,orange,orange,orange,orange,orange,blue,triangle,quadrat,quadrat,diamond,quadrat,heart,blurred,dimension_color,first,553,5,R-B,NR-BA,,Aufkleber,blurred
8974,112,5,erdc,5,DCF,5,10,3,4,6,2,1,grey,grey,grey,grey,grey,black,diamond,heart,circle,star,diamond,diamond,blurred,dimension_color,first,652,5,R-B,NR-DE,,Aufkleber,blurred
8975,112,21,brdc,5,DCF,2,10,9,5,4,10,3,black,green,black,black,green,green,triangle,triangle,diamond,heart,quadrat,star,blurred,dimension_color,both,613,2,BR-A,BR-EF,,Aufkleber,blurred
8976,112,25,brcf,5,DCF,1,2,10,2,1,9,10,blue,blue,grey,grey,blue,grey,quadrat,triangle,quadrat,quadrat,triangle,triangle,blurred,color_form,both,720,1,,BR-AD,BR-DA,Aufkleber,blurred
8977,112,14,ercf,5,DCF,4,9,10,3,9,2,1,black,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,star,blurred,color_form,first,660,4,,R-ED,NR-DE,Aufkleber,blurred
8978,112,8,brdc,5,DCF,2,10,9,3,5,10,5,orange,black,orange,orange,black,black,diamond,quadrat,quadrat,quadrat,circle,quadrat,blurred,dimension_color,both,730,2,BR-B,BR-BE,,Aufkleber,blurred
8979,112,25,ercf,5,DCF,4,2,1,10,3,2,3,blue,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,triangle,blurred,color_form,first,723,4,,R-AD,NR-DA,Aufkleber,blurred
8980,112,7,brdf,5,DCF,3,10,10,3,5,10,4,grey,blue,orange,blue,orange,orange,triangle,quadrat,triangle,triangle,quadrat,quadrat,blurred,dimension_form,both,704,3,BR-A,,BR-AD,Aufkleber,blurred
8981,112,15,zrdf,5,DCF,9,10,9,10,9,10,2,blue,brown,orange,green,green,green,heart,triangle,triangle,triangle,triangle,triangle,blurred,dimension_form,second,692,9,NR-B,,R-FA,Aufkleber,blurred
8982,112,2,brdc,5,CF,2,9,9,4,3,10,2,brown,grey,brown,brown,grey,grey,circle,quadrat,star,heart,circle,circle,blurred,dimension_color,both,568,2,BR-B,BR-CD,,Aufkleber,blurred
8983,112,24,erdc,5,DCF,5,10,1,1,5,5,4,blue,blue,blue,blue,blue,green,circle,diamond,circle,triangle,circle,quadrat,blurred,dimension_color,first,697,5,R-A,NR-AF,,Aufkleber,blurred
8984,112,8,zrdc,5,CF,8,10,10,10,10,9,3,orange,black,black,black,black,black,circle,triangle,triangle,quadrat,star,star,blurred,dimension_color,second,736,8,NR-B,R-BE,,Aufkleber,blurred
8985,112,24,brdc,5,CF,2,10,10,3,4,9,2,green,blue,green,green,blue,blue,diamond,triangle,triangle,quadrat,quadrat,star,blurred,dimension_color,both,694,2,BR-A,BR-FA,,Aufkleber,blurred
8986,112,16,erdc,5,DCF,5,10,3,3,5,4,2,grey,grey,grey,grey,grey,blue,triangle,heart,circle,diamond,heart,quadrat,blurred,dimension_color,first,715,5,R-B,NR-DA,,Aufkleber,blurred
8987,112,18,zrdf,5,CF,9,9,9,9,9,10,6,blue,grey,brown,brown,brown,green,circle,heart,heart,heart,heart,heart,blurred,dimension_form,second,773,9,NR-B,,R-CF,Aufkleber,blurred
8988,112,12,brdf,5,DCF,3,10,9,3,4,9,1,blue,grey,black,green,green,brown,star,heart,star,star,heart,heart,blurred,dimension_form,both,605,3,BR-B,,BR-EF,Aufkleber,blurred
8989,112,18,erdf,5,DCF,6,9,1,6,1,2,3,green,green,grey,grey,black,green,circle,circle,circle,circle,circle,heart,blurred,dimension_form,first,770,6,R-B,,NR-CF,Aufkleber,blurred
8990,112,13,zrdc,5,CF,8,10,10,10,9,9,3,brown,orange,orange,orange,orange,orange,circle,quadrat,heart,quadrat,heart,diamond,blurred,dimension_color,second,637,8,NR-B,R-CB,,Aufkleber,blurred
8991,112,27,erdc,5,DCF,5,9,2,5,5,2,1,green,green,green,green,green,brown,heart,star,diamond,circle,quadrat,quadrat,blurred,dimension_color,first,778,5,R-A,NR-FC,,Aufkleber,blurred
8992,112,6,brcf,5,DCF,1,10,10,2,3,9,9,green,green,blue,blue,green,blue,heart,triangle,heart,heart,triangle,triangle,blurred,color_form,both,675,1,,BR-FA,BR-FA,Aufkleber,blurred
8993,112,15,brdf,5,DCF,3,10,9,1,4,10,1,orange,orange,black,green,green,black,heart,triangle,heart,heart,triangle,triangle,blurred,dimension_form,both,686,3,BR-B,,BR-FA,Aufkleber,blurred
